Text,Sentiment
film fazla iyi deyil ama idare eder bence izleyin sıkılmazsınız,N
Mükemmel oyunculuk performanslarıyla birlikte tam bir dram..Her şeyden önce Sean Penn için izlenilmesi gereken bir film.,P
Filmin sonunu beğenmedim..hep bir karmaşa hakim filmde..richard gere olmasa izlenmez.,N
"Film kaliteli ve etkisini üzerinden atamayacağınız müzikler ve estetik görüntünün sınırları zorladığı bir kırık aşk öyküsü...... Romantizmin aslında ne olduğunu iliklere işleten bir film,,, sonuçta kaç aşk bu denli tutkulu olurki hem zaten en güzel aşk ayrı olan mıdır? Bunları belki kendiniz cevaplamanız gerekiyo ama bu filmi de izlemeniz ve bişeyler bulmanız gerekiyor... Harika...",P
felaket uzun bi film,N
arkadaşlar her ne kadar bu tür korku filmleri geniş içerikli bir konu dahilinde gelişmese bile bu film başlangıcından sonuna kadar belirsizliklerle dolu ve bana göre vasatı dahi aşamıyacak kalitede bir film olmuş.Bence zamanınızı harcamaktan öteye gecmez.,N
ya arkadaşlar ben bu yorumlara filan bakarak seyrettim bu filmi hayatımda bu kadar sıkıcı bi film seyretmemiştim ya herkes başyapıt filan deyince bişey zannettim tavsiye etmiyorum açıkçası bu filmi,N
Çok güzel bir film. Kıpır kıpır aksiyon dolu bir film. Gerçekten alıntı hissi veriyor ki bu bir filmde aradığım en önemli özellik(Based on a true story hesabı)Aslında filmin altında ince bir mesaj da yatıyor gibi geldi. Yasadışıda olsa da bazı güçler topluma yararlı olabiliyor mesajı.,P
bu filmde ağlamamak mümkün değil ya müthiş bi film ama insan sonunda üzülüyor ki buda buruk ancak güzel bir tat bırakıyor insanda :D,P
"oyuncularını görünce dayanamayıp aldım ama kesinlikle hayal kırıklığına uğradım.senaryodaki eksikler konunun toparlanmasına bi türlü fırsat vermiyor, ayrıca byük görkemli bi savas beklerken görsellikten uzak, sanki unutmadan, birde savas olacaktı bu sıralarda ya dercesine geçiştirilmis bir savasla karsılasıyorz. blancet yine süper bi iş çıkarmıs yinede bnde bosa harcanmıs 2 saat hissi uyandırdı...4/10",N
Son zamanların korkudan zerre nasibini almamış(ya da bi şekilde aldırılmamış)korku filmlerini düşününce bence gayet iyi bir seyirlik.Doğal olarak hakkında ''kötü'' denemeyecek kadar iyi.En azından ''Ay o adam da neydi ööle!!!''diyebiliosunuz.Bence:D,N
Bu Filmi İzledikten Sonra; Bana Mesleğimi Sorduklarında Bende I’m a Gladitör Diyorum.,P
"Sinema dünyasının bana göre gelmiş geçmiş en iyi filmi olan bu film o kadar olağanüstü ki çok arasan bile bir kusur bulamıyorsun, her şey mi bu kadar güzel olur demekten kendini alamıyorsun. Tam bir başyapıt, saygı duyulması gereken tam bir sinema dersi.",P
Vin Diesel’in yerinin doldurulamaz olduğunu göreceksiniz zaten bunu Fast and The Furious 2 de gördük onsuz bir film tam bir hayalkırıklığıdır. Vin Diesel’de mimik olmadığını söyleyen arkadaşım THE PACIFIER ı izle de öle konuş Vin Diesel her rolü oynayabilecek kapasitede bunu zaten yakında çıkacak 2 filminde göreceksiniz Vin Diesel şuanda Hollywood’un en büyük starı olma yolunda büyük adımlarla ilerliyor! Bu film de tam bir hayal kırıklığı olacak bi de gidip Ice Cube gibi bir hip hop çıyı seçmişler bari Samuel Jackson’ı başrole koysalardı!,N
"filmi 2kez izledim gerçekten senaryo,oyuncu kadrosu,görüntüler harika!!!kesinlikle günümüz klasikleri arasında yer alacak bir film...",P
"Gerçekten çok vasat hatta vasatın altında bir bilim-kurgu filmi. Bana çoğu yönden bir zamanlar TV’de gösterilmiş Fahrenheit 451 ile sinemalarımızda yakın dönemde gösterilen Equilibrium ve Ada filmlerinin bir benzeri gibi geldi hatta eğer sekans sekans çok fazla kafa patlatırsanız bu yazdığım filmlerden parçalar alıp sanki birbirine birleştirilmiş ve bu karmaşadan bir film yapılmaya çalışılmış gibi geldi. Tabii haliyle hiç olmamış. Sadece yönetmen alt-metinlerde anormal derecede Amerikan Politikasını hatta Amerika’yı eleştiriyor gözüküyor, hatta asileri Monikalılar (!) olarak tanıtmış, ama bu bile filmi kurtarmaya yetmiyor. Charlize Theron umarım akibeti Halle Berry gibi olmaz, Theron çok kötü bir şekilde haranmış bu filmde, ayrıca esmer haliyle çok çirkin.",N
film sıradan bir film belki ama ben çok sevdim.benim için çok büyük bi önemi var.hayatımın en önemli gençlik filmi...,P
"Sanırım çoğu sinemaseverin bu filmden haberi bile olmayabilir,gişe filmlerinin diğer bazı süper filmleri hak etmediği halde gölgelediğini açıkça sergiliyor. Cidden özellikle film sonu ile insanı donduruyor,öyle kalıyorsunuz. Hayatında kaç kişi haklı olduğu davalarda,bunu ispatlamak için canını ortaya koyar ki!!! Gerçekten çok güzel planlanmış ve kurgulanmış bir senaryosu vardı,izlediğim en iyi filmlerden biri idi son dönemlerde.",P
"Türk sinemasını seyircisiyle barıştıran film. şener şen'in oyunculuğu yavuz turgul'un senaryosu ve yönetmenliği.bu filmi bu kadroyu ne kadar ihya etsek azdır.acaba tekrar böyle filmler gelecek mi diye düşünmemek elde değil. ve finali.aman Allah'ım o nası bi finaldir.tüylerim diken diken oldu.hala izlemeyen varsa-ki yoktur sanırım-hemen izlesin,arşivine katsın.",P
"Kendine özgü mizah anlaşıyışı olan izledigim en iyi filmlerden biri hasta olunacak ve sahneleri dilinize dolanacak bir film. her sahnesinde çok bir komedi unsuru var ve diyolaglarda muhteşem, eger özel bir film izleyicisi iseniz kesinlikle izleyin hatta birden çok kez seyredin",P
bukadar BASARILI İKİ OYUNCUDAN BÖYLE BERBAT BİR FİLM BEKLEMEZDİM.....HÜSRAN ve PİSMANLIK DUYUCAKSINIZ....fragmana sakın aLDANMAYIN ARK.LAR!!!flimde aklımda kalan tek guzel sey;caylaklara yapılan saka....,N
"bence dünya sinemasının tartışılmaz en iyi 3 filminden biridir. olağanüstü, anlatmaya kelimeler yetmez. muhteşem bir senaryo, muhteşem yönetmenlik, muhteşem oyunculuklar ve tabiki morgan freeman faktörü.",P
bu filmi ABD de izledim fazla ilgimi çekmedi vede insana bir sey kazandırmıyor bence kötü bir film,N
bende pek tutumadım bu filmi ne yalan söyliyim rastgele izlediydim pişman olmasamda keyif alamadım filmden...,N
film gercekten bi basyapıt..savaş sahnelerini izlerken o savasın içindeymiş gibi oluyosun..***10/10***,P
"Bu film daha yeni mi eklenmiş buraya..Garip..Filmi herkese tavsiye ederim,müthiş kovalamacalar,macera,aksiyon dolu bir film..Fransız sinemasının güzel örneklerinden..",N
Vasat ;Vasat; Vasat; Vasat...,N
Pek sevmiyorum o zamanın şartlarına göre demeyi ama gerçekten o zamanın şartlarına göre muhteşem bi film 10/ 10 diyorum. Eski olmasından dolayı yaratıklı sahnelerde gülebilirsiniz biraz ama sonuç olarak güzel bi film.,P
çok basıt bi film olmuş,N
"filmi izlemeyenler lütfen okumasın, filmi izleyip anlamayanlar ya da kısmen anlayanlar buraya bakıp anlayabilir... http://www.sinemafanatik.com/yabbse/index.php'board=17;action=display;threadid=225",P
Görsellikle işi yürütmeye çalışan içi boş bir film.Diyaloglar sıfır.Müzikleri de aynı şekilde.Sahneler gereğinden fazla hızlı.Oturmuş bir film havasında değil..Alel acele denecek tarzda.İzlemek için izlenir.Tek artısı Kate Beckinsale in tatlı aksanı.,N
pisi pisi kendini aşamamış izlenebilcek bir film deil,N
Aslında film ilk başlarda ve ortalarda iyi güzelde sonu okadar klişe olmuşki tum havayı alıp göturmuş izlenmeye değmez bir film bence.,N
Jean Renoya hayranlığımı başlatan flm..Kesinlikle mükemmel.,P
Serinin en zayıf halkası...,N
Valla bence hiç de güzel olmamış...! Jim Carrey siz filmin tadı yok,N
de niro ve scorsesenin en kötü filmi 2/10,N
bu filmi videoda izledim. sinema severlere önerebileceğim bir taraf göremedim filmde. sinemada izlemediğim için de şükrettim. filmin yarısına gelmeden salondan çıkardım. film çok rahat 'porno film' kategorisine girer. ilginç bir konusu yok. dengesiz bir kadın ve aşık olunca dengesi bozulan ve askerliği bırakan bir adamın ilişkisini anlatıyor. kısaca 'Carmen'i hiç beğenmedim. önermiyorum. iyi sinema günleri dilerim...,N
okan bayülgenin iyi oyunculuğu kaldı sadece akımda yapısal olarak karizma köylünün modası diyebilirim...kötü bir film olmuşşş hata ömer uğurda...,N
berbat bi film :(James Cameron gel kurtar şu filmii :(,N
"Mükemmel film, seri olarak çok iyi bir senaryonun üzerine güzel oyunculuk ve yerinde, abartısız efektler kullanılınca sinema tarihinde yer edecek bir yapım olmuş.",P
izledikten sonra beş dakika kendime gelemedim.en duygusuz insana bile aşkı anlatabilecek bir yapıt.bir yüreğin neler yapabileceğini gösteriyor.bence harikaydı...sevgilisi olanlar kesinlikle izlemeliler daha sıkı sarılmak için :),N
iğrenç sıkıcı ve baştan aşağı saçmalık,N
filmin orjinal yani ayni sahneleri farkli açilardan tekrar izlemek ve bunlar çok başarılı işlenmiş fakat şu varki ben hayatımda hiçbir filmden bu kadar sıkılmadım.film o kadar sıkıcı ki 81 dk. sanki 1081 dk. saniyeler dakika gibi geçiyor.,N
korkunç bir film. komediyle de uzaktan yakından alakası yok. aldığı puan da bu filme çok... vakit kaybı sadece.,N
Enteresan bir film izlenmeli,N
"Ernst Lubitsch aslen Alman ama Nazilerin yükselişiyle birlikte Amerikaya göç etmiş ve burada ün yapmıştır..O yüzden onun filmleri U S A malı filmler olarak değerlendirilir..Ernst Lubitsch Holivudda ciddi anlamda başarı kazanıp kalıcılaşmış ilk Avrupalı yönetmen sanırım..Bu yönden öteki Avrupalı sinemacılara öncülük etmiştir..kAMerayı çok iyi kullanan ve her filminde mutlaka mizaha yer veren, her türü denemiş önemli bir yönetmen..Bu filmde de ilk bakışta politik bi savaş dönemi izleyecez gibi gelir ama yer yer müthiş güldüren(ve iğneli) bir mizahi dili vardır..Yönetmen kendisi de Nazilerden çok çekmiş zamanında(bunun baya bir kısa filmine el koymuşlar Almanyada çalışırken) ve o da bu filminde Nazilerin işgali altındaki Polonyayı mekan seçmiş..Aynı Truffautun Son Metro filmi gibi savaş döneminde bu işgalci faşistlere karşı direnişi bir tiyatro kumpanyası yürütüyor..Tabi bi de işbirlikçiler var yani Polonya vatandaşı olup da ülkeyi Nazilere satan ve her şeyi ispiyonlayan hain kesim..Bu casuslardan birinin elinde Varşovayı mahfedebilivcek bir sır vardır..Faşist rejimlerin sanatla olan ilişksi aslında filmin ana konusu..Savaş karşıtı Çok iyi bir klas!k, sağda solda bir yerde karşınıza çıkarsa izleyin derim mutlaka..Gerçekten çok iyi bir film..",P
çok berbat bi film hiç komik degil.filmin baştan sonuna kadar bitmesini bekledim.izledigim en kötü komedi filmiydi.,N
"Bir çok kişi, 'Cesur Yürek' ile karşılaştırıyor filmi ama bu daha çok 'eğlence' sineması severlere hitap ediyor. Mel Gibson, rolünün hakkını vermiş...",P
10 üzerinden 1Bruce Willis olmasa izlenmezdi. İkinci olarak ise gerçek dünyada yaptıklarının tam tersini kendi filmlerine eklemeleri...,N
bence jım carrey e hiç yakışmamış . konu büsbütün saçmaydı zaten . jım carrey harika bir oyuncu ama bu filmde olmamalıydı. =(,N
film oyuncak filmi olmuş hehe carpenter in berbat filmlerinden işte hele bir yer var orası iğrenç ve izlediğiniz an ühüh diyeceğiniz bir sahne kel bir adamın parmağını kesmesi.........,N
Tek kelime ile berbat sakın gitmeyin valla parama yazık oldu verdiğim keşke o şimdi asker'e gitseydim,N
tom cruse a yakışmamış film okadar gusel degildi genede izlenilebilir kucuk dakota yine o yaşına ragmen cok gsel oynamış,N
"jean reno’nun en sevdiğim filmi.ya çok hoştu.anlatılmaz bu film,en iyisi izleyin siz",P
"mafyaya içten bi bakış atan,hayatımın filmlerinden biri.joe pesci için daha 10 kez izlerim.bir klasik",P
"Bu bir film değil, bu bir masal, gerçek olan bir masal. Yazdıklarımda tezatlık olabilr diye düşünebilirsiniz ama kısacası masal ile gerçek hayat arasındaki çizgi diyebilirim. Keyif verici sürükleyici. 10 üzerinden 9,5 veriyorum 0,5 puanda ufak tefek çok basit göze batmayan hatalardan dolayı. Hatasız kul olmaz.",P
filmi şimdi izledim film çok güzel çoook güzel yani ben birde film kültürüne sahip olduğumu sanırdım nasıl olduda bunca senelerdir ben bu filmi izlememişim tam bir klasik böyle bir oyunculuk yok hikayede tam durağanlaştı sanki diyorsunuz we bir daha bağlanıyorsunuz filme kesinlikle izlemeniz gerek hem diğer amerikan sinema sektörü filmleri gibi amerikan dewleti yakalası değil tam tersi onun politikalarını sonuna kadar eleştiren bir film..aradan inceden giren müziklerde çok hoş..kesinlikle ama kesinlikle izlenmeli!!,P
Sadece iki ünlünün ismiyle rant elde etmeye çalışılmış bir film,N
kitapları gerçekten cok güzel ama her gidişimde filmlerine hayal kırıklığına uğruyorum bilemiyorum nasıl olcak ama gidicem büyük bir ihtimalle buna da. sonra da keşke gitmeseydim diyecem...,N
"gözlerim doldu, neredeyse ağlayacaktım, harika bir film gerçekten de.. sonu kötü bitti malesef",P
"x-men serisinin puanlarını arttırmak için hepsine 10 veriyorum. Çok iyi bi devam filmi olmuş; fragman ve filmin açılış sekansı süper... Yalnız şu Deathstrike'la Mystique'nun kapışmasını çok isterdim. Bi ara tam karşılaştılar ya, bi heyecanlandım, Mystique sallamadı bunu, gitti :D Hayranıyım kendisinin...",P
Evet evet mükemmeldi,P
bence film saçma ve fazla uçuk olmuş.bir tek oyuncuya olumlu puan verebilirim.izlemek size kalmış ama bence izlemesseniz bir şey kaybetmezsiniz...,N
yaa çok güzel bir animasyon böyleleri inşallah çıkmaya devam eder.Özellikle çocukların ilgisi çok büyük,P
Bruce Willis para kazanacak diye ben niye strese gireyim yaaa.. Bu film beni hayal kırıklığına uğrattı... :(,N
Çok duygusal ve güzel bir filmdi.Hayal kırıklığına uğradığım hiç bir sahneyle karşılaşmadım.Herkese tavsiye ederim.,P
bence süper bi fildi.10/8.6 hayalet sürücü 2 de çekilmeye başladı.filmin yarısından çoğu türkiyede çekiliyor.vizyona gireceği günü heycanla bekliyoruz...,P
A David fincher Movie... fazla söze gerek yok...,P
filmi dün izledim beklediğim son böle olmamalıydı ilk bölümde zaten uyudum diyebilrim çocukluk kahramanıma hollywood naptın sen.... amerikan propagandasına herzmanki gibi maruz kalan ve abartıdan uzak kalmayan hollywood örümcek adamında finali bozmayı başarmış her ne kadar gişe hasılatı getirsede kötü olmuş umarım karayip korsanlarınıda aynı şeklde saçmalamazlar efektler çok güzel ama bi filmide efekt için izlenmezki arkadaş... hoş olmamış ayrıca cinle olan arkadaş muhabbeti iğrenç ''kanka'' diyolar resmen altyazıyada kendimizden bişiler katçaz diye batırmışız her zmanki gibi aslında ben ''hafız'' falanda bekledim ama yoktu :)...yok beklediğim örümcek adam bu deildi benm,N
Çok etkileyiciydi ortak görüş bu zaten tek bir yerde geçen bir filmin bu kadar olağanüstü olması ve bu unvanı da sonuna kadar hak ediyor gerek diyalogları gerek oyunculuklar gerekse diğer şeyler.Filmden anlaşılabilecek en önemli şey sadece bir insanın bile yaptığı konuşmanın ölüme giden birinin kaderini değiştirebileği;kesin izleyin,P
"Gerçekten çok vasattı.. Zaten güzel olmayacağını düşünerek, sadece Matthew Fox için gitmiştim ama bu kadar sıkıcı da birşeyde beklemiyordum açıkçası en azından eğlenceli vakit geçiririm sandım ama gerçekten kötüydü.. Vaktinize acırsınız kesinlikle gitmeyin derim..",N
"Filmi beğenmedim,saçma sapandı,ne olduğu belli değil,ne anlatmaya çalıştığı da.",N
"Martin Scorsese'nin yönetmiş olduğu ve aldığı 11 oscar adaylığı ilgimi çektiğinden dolayı izlemiş olduğum bi film aviator..fakat her ne kadar leonardo filmde hayatının belki de en iyi performansını sergilemiş olsa da bundan başka artısı olmayan bi film bence..film fazla uzun ve bu yüzden seyretmek işkenceye dönüşüyo çoğu zaman.. ve akademi, filmin aldığı adaylıkların yarısına bile oscar vermeyek çok doğru bi karar vermiştir bence..mümkünse izlemeyip vaktinizi boşa harcamayınız..",N
haksızlık etmek istemem ama gerçekten vakit kaybından başka bir şey değil. neyin gerçek neyin hayal olduğunu karıştırıyorsunuz. ama tabiki zevkler tartışılmaz.,N
"Böyle efsane bir serinin tekrardan sinemalara gelmesi ayrıca da 3D teknolojisiyle gelmesi çok ayrı bir heycan yarattı üzerimde.Filmin hayranı olarak 1,2 ve 3 dışındaki filmlerini sinemada izleme şansını bulamamıştım.Benim ve benim gibi milyonlarca Star Wars severi içim mükemmel bir şans bu.",P
I am legend bunun yeni versiyonu. Will Smith de baya ii oynuyo. kurgusu da daha ii olmuş ama bu film o zamanın şartlarını düşündüğümüzde çok başarılı olmuş,P
klasik bi korku filmi aman ne korktum ne korktum berbat çok sıradan...,N
morgan freemanın turkce dublajı süper ...,P
izlediğim en sıkıcı film. başından sonuna sadece dialog hiçbir olay yok!!!,N
filmin sonunda gözyaşlarınıza hakim olamayabilirsiniz .......:( süper bir film,P
zaten gec kalmıslardı,N
çok sıkıcı bir film uyumamak için kendimi zor tuttum.tamam film arkasında usta bir yönetmen olduğunu hissettiriyor ama bu durağanlık nereye kadar.izlerken çok sıkıldım.filme 4 veriyorum ama bu puanda isabelle huppert’ın harika oyunculuğu için..,N
insana bu adamlar ne yer ne içer diye düşündüren film...bu kadar entellektüellik sanırım başka bir meslek yapmayı güçleştiriyor.aynı zamanda da böyle bir filmi çeken birileri nasıl oluyor da hayatlarına devam edebiliyorlar ilginç.filmde insanoğluun tarihinde fikren bulduğu tüm öğretilerin tüm fikirlerin tüm bilimlerin parçaları var ve filmin süresini hesap edersek gerçekten de kendilerinin de altında ezileceği bir film olmuş...,P
konusu itibariyle daha iii ssiiii yok,P
bruce wilis mi aman aman aksiyon filmi çeke çeke beyni sulanmış ırak savaşına gönüllü gidiyordu .Bence artık bruce wilisin miladı dolmuş bu filim izlenmez abi paranızı saklayın daha güzel bir filme gidersiniz 0,N
sıkıldımmmm.. başlangıçta filmi çözmeye çalışıyorsunuz.. çöz çöz bitmiyor ve 45 dk sonra bir pöfff sıkıldımm diyorsunuz.. ara verip tekrar dvm ediyorsunuz.. ahanda hareketlendi diyorsunuz valla ii gidio allah bozmasın derken nazar değiyor ve son 30 dk da da her ne kadar aksiyon yoğun gibi görünse de.. sıkıldımmm diyorsunuz.. de niro amcamı o kıytırık role layık görmelerini saymıyorum bile!!! kısacası 'sıkıldımmm'.. 4/10,N
Bence cok iyi bir film degil. İzlemeyenler uzulmesin pek bi şey kaçırmadılar ...,N
İzlenebilecek ve bir çok anlam çıkarılabilecek sayılı filmlerden biridir..,P
bu çocuk da habire evde tek başına kalıyo yaa. film harikaydı,P
"çok sıradandı,hiç beğenmedim,hah işte şu olcak dediğim her şey oldu,üstüne üstlük demi moore oynuyo diye araya koydukları alakasız sahneye de anlam veremedim doğrusu.gerilimden uzak.kötü ya kötü.",N
izlediğim en etkileyici ve en iyi stanley kubrick filmi (bence)... muhteşem karakterler var filmde...özellikle filmede adını veren doctor sterengelove karakteri gerçekten müthiş bir karakter...filmde kısıtlı görümmüş ama gördündüğü sahnelerde ağırlığını koymuş... peter sellers in 3 ayrı karakterde görmek çok çok keyifliydi...bu filmdeki oyunculuğuyla akademi adaylığınıda almıştı ayrıca...gerçekten çok çok iyi bir aktör...george c. scott ve sterling hayden in performansları ise gerçekten müthiş... film genel itibariyle bizi yöneten insanların aslında nasıl insanlar olduğunu hiciv dolu senaryosuyla anlatmış bir kara komedi kalasiği...gerçekten müthiş diyologlar var ve sulandırmadan güldürüyor insanı... stanley kurcik in o zamanlarda çok yankı uyandıran (ki ozamanlarda ortalık çok gerginmiş sanırım) ve 4 akademi adaylığı getiren ama tek dalda alamayan filminde yönetmenlliği ise gerçekten mükemmel... sonuç olarak her zaman en sewdiğim 10 film listeme alacağım bir film... her sinemasever izlemeli...10/10,P
İyi bir macera filmi. Senaryo çok sürükleyici,P
Pierce Brosnan için izlencek bir film herhangi bir çekiciliği yok filmin yazık sacma kötü...,N
Sean Penn gerçekten de çok mükemmel bir oyuncu ve bunu kanıtlarcasına bu rolle karşımıza çıkmış. Bu rolü yapmak hiçde kolay değil. Role oturmuş bence ve ondan başkası bu rolü kaldıramazdı. İşte size içinde cinselliğin değil sevginin çokca olduğu ailecek izlenecek bir film. Ablamla izlemeden önce filmleri kontrolden geçirip sonra izletirim ona ve bu filmi kontrolden geçirmedim biliyordum çünkü aile filmi olduğunu tahmin etmiştim...Filmle ilgili yazacak olursam. Film beni aldı sürükledi. Çoktandır izlemek istediğim bir filmdi ve sonunda izledim ama çok zaman kaybetmişim. Böyle güzel bir filmi neden daha önce izlememişim acaba...Gelelim küçük oyuncuya Dakota Fanning’e. Bu oyuncu geleceğin en iyileinden biri olacak. Onu en son Saklambaç ta Robert De Niro ile izlemişitm ve çok beğenmiştim. Bu filmde de rolünün hakkını vermiş. Michelle Preifer ise yılların birikimini bu filme fazlasıyla aktarmış ve filme çok yakışmış. Film boyunca gözlerim onu aradı ve sonunda çıktı ortaya...,P
Bertolucci bu filmde bir dönem hakkında eleştiri yapmak isterken izleyenlere çok yanlış mesajlar vermiş olduğunu düşünüyorum.Fransızlar artık filmlerini kadın olgusu üzerine kurma olayını da aşmalılar bence..Eva Brown için izlerseniz izleyin diyorum...,N
"iğrenç bi filmdi bu yaa. gayet iğrençti yane. yorum yazma isteği bile duymamaışken, 2. cisinin çıktığnı öğrendiimde bayaa şaşırdım yane. nei biçim bi filmdi bu yaa . basit,saçma, hatalı klasik bi tv filmi olmaktan öteye gitmemeliydi 2. büyük hata!!!!10/4",N
"film görsel açıdan güzel, lakin konusu abartılmış... mantıksızlık üzerine kahramanlık olmaz!",N
şimdiye kadar izlediğim en iyi filmlerden biri norton yine harikalar yaratmış tam puanlık bir fim,P
"10/10 Müthiş bir film! Russell Crowe susmuş, oyunculuğunu konuşturmuş! Dört dörtlük bir film! Çok uzun bir yorum yazmak isterim ama yer yetmeyebilir. :) Lafı uzatmamak lazım! Jennefer Connely'de renk katmış filme! Kurgu müthiş... Daha ne denir ki?",P
"Şuana kadar izlediğim en iyi filmlerden biriydi... :) İzledikten sonra 3-4 gün etkisinden çıkamadım.. Hele müziği! ''Summer Overture.'' Clint Mansell ve Kronos Quartet gerçekten filme cuk oturucak bi müzik yapmış... Zaten müzik daha öncede Lord Of The Rings de kullanılmıştı.... Beni en çok etkileyen,daha önceki bağımlılık üzerine yapılan filmlerde konu bukadar açık ve ağır işlenmemiş,birazda ticari kaygı güdülmüştü... Ama Darren Aronofsky bazı kısımların çıkarılmasıyla vermesi istenen msj.ın tam olarak verilmeyeceğini düşünerek kesmemiş.. Bu da filmin biçok sinema salonunda gösterimini engellemiş... Yani ticari bi kaygı gütmemiş!! Genç yaşında karmaşık ve dahice zekasıyla,bi filmden beklediğim herşeyi bir seferde önüme sunan filmler yaptığı için Darren Aronofsky' e teşekkürler... ;) Herkese şiddetle izlemelerini tavsiye ediyorum!!!!",P
GERCEKLERI GORMENIN ARTIK VAKTI GELDI BENCE.KAYIP OTOBANLA HAYATININ EN IYI FILMINE IMZA ATAN FILM MUZIKLERI KURGUSU SENARYOSUYLA MUKEMMELI YAKALAYAN DAHADA ONEMLISI HOLLYWOOD DA TANINAN AMA ASLA TOP CLASS OLMAYAN AKTOR VE AKTRISLERLE INANILMAZ GUZELLIKTE ISLER YAPAN LYNCH BU FILMIYLE DUSUSE GECIYOR.BENIM ICIN TAM ANLAMIYLA BIR HAYAL KIRIKLIGI OLAN BU FILM HOLLYWOOD SEKTORUNU ELESTIRECEGIM DIYE BU DUZENDEKI YALANLARI ANLATACAGIM DIYE BASTAN SONA KAOTIK KARANLIK VE COGU ZAMAN KURGU BOSLUKLARI VE ANLAMSIZLIKLARIDA ICINDE BULUNDURAN VE SON YARIM SAATI GECMEK BILMEYEN BIR ISKENCEYE DONUSUYOR.FILMI BEGENEN KISILERDE ISE SADECE BIR PUZZLE TAMAMLAMA ZEVKI GAYRETINDE OLAN FILM DIGER LYNCH FILMLERINE GORE HIC TAT VERMIYOR.DAHA ONCEKI FILMLERINDE TURLU ZEKA OYUNLARINA IMZA ATAN LYNCH BU FILDE ISE SADECE YAPTIGI FILMI 15-20 PARCAYA BOLUP HARMANLAMAKTAN WE SEYIRCININ IZLERKEN KAFASINI KARISTIRMAKTAN OTEYE GIDEMIYOR.BU FILMINDEN SONRA KENDINDEN BEKLENEN TARZDA IDDIALI BIR FILMDE GORUNMEYEN LYNCH UMARIM ICINDE BULUNDUGU BU VERIMSIZ DONEMI CABUK ATLATIR VE ARTIK KENDINE YAKISAN EN AZINDAN MULHOLLAND CIKMAZI GIBI SEYIRCIYI SIKMAYAN FILMLERE IMZA ATAR...,N
Yazılanlara baktım genelde hep iyi şeyler yazılmış.Büyük beklenti içinde olanlar var.Ben filmi iyi bir kayıtla izledim.Beklediğinize değmiyecek.Ben çok sıkıldım!!Johny Deepi bende çok sevmeme rağmen olmamıs iste..,N
"ayrıca filmin bir diğer artısıda genel western filmlerinde gördüğümüz yiğitlik gösterileri yerine çaresizlik,korku ve ihanet temalarını işlemesi, western camiasınada büyük bir yenilik getirmiştir... film 85 dakika ve biz şerifin bu çaresizliğinği yaklaşık 75 dakika boyunca görüyoruz...yhani psikolojik yönleri ağar basan bir western filmi olması bu filmi farklı ve başyapıt kılıyor...",P
"Bu film için fazla yoruma gerek yok. Tüm modern zamanların başyapıtı, harika bir sistem eleştirisi...",P
beş para etmez bir film!.. filmde yeralan esprilerin tamamı daha önce yapılan komedi filmlerinden alıntı. filme gittiğinizde sırf param boşa gitmesin diye tebessümler atmaya çalışıyosunuz ama nafile ayrıca ülkemiz box ofiice de 1 numraraya çıkmış olması acınacak bir durum,N
"Güzel bir rüya görmek gibi bişey.. Meleklerinde aşık olabileceğine inanabiliceksiniz. Bugünlerde sıkca kullanılan bi tabir gibi, matematiği güzel bir film.. Duygu seline kapılıcaksınız. Etkiliyici ve akılda kalıcı bir film.. İzlemeyen kaldıysa, kaliteli duygusal bir film izlemek isteyen varsa tereddüt etmeden izlesin.. Birkaç saat reel hayatın kargaşasından kurtulup, güzel zaman geçirebilirsiniz.",P
hayatımda izlediğim en saçma filmdi açıkçası.. :(,N
ya bu filme bu puan nasıl verilir inanamıyorum..resmen sadece nicholas cagein popülariteisnden faydalanmak için çekilmiş rezalet bir film..10/1,N
şimdiye kadar bende seyretmemiştim ama son zamanlarda izlediğim en muhteşem filmdi 10-10 hala izlemeyenler mutlaka izleyin :)),P
"Gary Oldman´ın olağanüstü oynadığı,ingiliz yaşam tarzını çok iyi gösteren,80´ler ruhunu çok iyi yansıtan muhteşem bir film.10/10",P
bu kadar puanı kesinlikle haketmediğini düşünüyorum.oyuncu kadrosu ve burada verilen puanı düşünerek izlemiştim filmi.fakat sonuç kesinlikle fiyasko.izlediğim en kötü filmlerden biriydi.,N
Oyuncular ve oyunculuklar süperde ben filmin sonuna kadar dayanamadım valla çok sıkıcı bir film olduğu kanısına varıp çat diye kapattığım bir film. filmin türü olarak dram/komedi denmiş ama ben pek bi komedi unsuru görmedim filmde. neyse 10 üzerinden 4,N
oyunculuk senaryo kurgu ses görüntü rezalet ötesi 0/10,N
3 farklı hayatı birleştiren bir film. evet başta bu fikir güzel gözüküyor ama 3 hayatta o kadar boş bir konu ile işlenmişki sanırsınızki duygu yüklü bir film ama tamamen sıradan ve gereksiz bir film olmuş. izleyipte harika mükemmel süper diyenlere bakmayın filmin hakkı en fazla 4/10,N
